Company Name,Ticker,Country,Sector,Subsector, Overall ESG RATING, Overall ESG SCORE,Environmental SCORE,Social SCORE,Governance SCORE
AECOM,ACM,US,Construction & Engineering,Construction & Engineering,AA,7.5,7.4,4.6,5.4
AEDAS HOMES OPCO SL,,ES,Real Estate Development & Diversified Activities,Real Estate Development,BBB,5.1,3.9,3.3,6.8
"AEDAS HOMES, SA",AEDAS,ES,Real Estate Development & Diversified Activities,Real Estate Development,BBB,5.1,3.9,3.3,6.8
AEDIFICA NV,AED,BE,Real Estate Management & Services,Health Care REITs,A,6.3,7.4,1.9,6.9
AEGIS LOGISTICS LIMITED,AEGISCHEM,IN,"Oil & Gas Refining, Marketing, Transportation & Storage",Oil & Gas Storage & Transportation,A,6.7,5.6,5.0,6.1
AEGON Bank NV,,NL,Life & Health Insurance,Life & Health Insurance,AA,8.4,8.4,4.8,7.7
AEGON FUNDING COMPANY LLC,,US,Life & Health Insurance,Life & Health Insurance,AA,8.4,8.4,4.8,7.7
AEGON NV,AGN,NL,Life & Health Insurance,Life & Health Insurance,AA,8.4,8.4,4.8,7.7
AEM HOLDINGS LTD,AWX,SG,Semiconductors & Semiconductor Equipment,Semiconductor Equipment,BB,3.9,2.6,4.7,4.9
"AEON CO,LTD",8267,JP,Retail - Food & Staples,Hypermarkets & Super Centers,AA,7.6,6.3,6.4,3.2
AEON CREDIT SERVICE (M) BERHAD,AEONCR,MY,Consumer Finance,Consumer Finance,A,7.0,8.0,5.1,4.2
AEON CREDIT SERVICE (PHILIPPINES) INC,,PH,Consumer Finance,Consumer Finance,BBB,5.0,10.0,4.7,2.8
"AEON DELIGHT CO, LTD",9787,JP,Commercial Services & Supplies,Environmental & Facilities Services,BB,3.3,5.6,6.0,3.2
"AEON Financial Service Co, Ltd",8570,JP,Consumer Finance,Consumer Finance,BBB,5.0,10.0,4.7,2.8
"AEON Mall Co, Ltd",8905,JP,Real Estate Management & Services,Real Estate Operating Companies,BB,3.9,5.3,6.7,3.4
"AEON Product Finance Co, Ltd",,JP,Consumer Finance,Consumer Finance,BBB,5.0,10.0,4.7,2.8
AEON REIT Investment Corporation,3292,JP,Real Estate Management & Services,Retail REITs,BB,2.9,6.0,2.4,5.1
AEP TEXAS INC,AEP,US,Utilities,Electric Utilities,AA,7.5,7.2,6.6,6.1
"AEP TRANSMISSION COMPANY, LLC",,US,Utilities,Electric Utilities,A,7.1,7.0,7.1,6.2
AERCAP GLOBAL AVIATION TRUST,,IE,Trading Companies & Distributors,Trading Companies & Distributors,A,7.1,6.1,5.0,6.0
"AERIE PHARMACEUTICALS, INC",AERI,US,Pharmaceuticals,Pharmaceuticals,BBB,4.9,2.9,4.2,5.1
"AEROCARE HOLDINGS, INC",,US,Health Care Providers & Services,Health Care Distributors,A,7.0,6.7,5.9,6.0
AEROFLOT-ROSSIYSKIYE AVIALINII PAO,AFLT,RU,Airlines,Airlines,B,2.85,8.3,3.8,0.0
"AEROJET ROCKETDYNE HOLDINGS, INC",AJRD,US,Aerospace & Defense,Aerospace & Defense,A,7.0,3.1,5.8,5.4
AEROPORTI DI ROMA SPA,ATL,IT,Transportation Infrastructure,Highways & Railtracks,BBB,4.8,5.9,6.0,4.0
AEROPORTS DE LA COTE DAZUR SA,,FR,Transportation Infrastructure,Highways & Railtracks,BBB,5.6,7.6,5.6,4.5
AEROPORTS DE PARIS SA,ADP,FR,Transportation Infrastructure,Airport Services,A,7.0,9.7,9.5,2.6
"AEROPUERTO INTERNACIONAL DE TOCUMEN, SA",TOCU,PA,Transportation Infrastructure,,B,1.5,5.7,3.9,3.2
"AEROVIRONMENT, INC",AVAV,US,Aerospace & Defense,Aerospace & Defense,A,6.5,4.3,5.3,4.5
AES Andes SA,AESANDES,CL,Utilities,Independent Power Producers & Energy Traders,BBB,5.1,4.6,7.1,5.2
AES Andres BV,,ES,Utilities,Independent Power Producers & Energy Traders,AA,8.2,6.9,7.9,6.9
AES Argentina Generacion SA,,AR,Utilities,Independent Power Producers & Energy Traders,AA,8.2,6.9,7.9,6.9
AES BRASIL ENERGIA SA,AESB3,BR,Utilities,Renewable Electricity,AAA,10.0,9.5,8.6,4.5
"AES CHANGUINOLA, SRL",,PA,Utilities,Independent Power Producers & Energy Traders,AA,8.2,6.9,7.9,6.9
"AES EASTERN ENERGY, LP",,US,Utilities,Independent Power Producers & Energy Traders,AA,8.2,6.9,7.9,6.9
AES El Salvador Trust II,,PA,Utilities,Independent Power Producers & Energy Traders,AA,8.2,6.9,7.9,6.9
AES Tiete Energia SA,TIETA,BR,Utilities,Renewable Electricity,AAA,10.0,9.5,8.6,4.5
AES Tiete Eolica SA,,BR,Utilities,Renewable Electricity,AAA,10.0,9.5,8.6,4.5
AES Tucano Holdings II SA,,BR,Utilities,Renewable Electricity,AAA,10.0,9.5,8.6,4.5
AET TANKER HOLDINGS SDN BHD,,MY,Marine Transport,Marine,BB,3.1,6.1,5.6,2.0
AETE - AMAZONIA EMPRESA TRANSMISSORA DE ENERGIA SA,,BR,Utilities,Electric Utilities,BB,3.7,5.8,1.3,3.2
AETNA INC,CVS,US,Health Care Providers & Services,Health Care Services,A,5.8,10.0,4.0,5.9
AEV INTERNATIONAL PTE LTD,,SG,Industrial Conglomerates,Industrial Conglomerates,BBB,4.9,4.9,3.3,3.8
"AEW PARTNERS REAL ESTATE FUND IX, LP",,US,Investment Banking & Brokerage,,AA,8.3,8.3,4.6,6.6
AFC CAPITAL TRUST I,,US,Property & Casualty Insurance,Property & Casualty Insurance,BBB,5.5,2.8,4.1,6.3
"AFFILIATED MANAGERS GROUP, INC",AMG,US,Asset Management & Custody Banks,Asset Management & Custody Banks,A,6.5,10.0,4.4,5.9
AFFINITY SUTTON CAPITAL MARKETS PLC,,GB,Real Estate Management & Services,,A,5.8,4.9,5.6,6.0
AFFINITY WATER FINANCE (2004) PLC,,GB,Utilities,,A,6.5,5.7,7.8,7.3
AFFINITY WATER FINANCE PLC,,GB,Utilities,,A,6.5,5.7,7.8,7.3
AFFINITY WATER LIMITED,DAIWT,GB,Utilities,,A,6.5,5.7,7.8,7.3
AFFINITY WATER PROGRAMME FINANCE LIMITED,,GB,Utilities,,A,6.5,5.7,7.8,7.3
AFFORDABLE HOUSING FINANCE PLC,,GB,Diversified Financials,,BBB,5.4,7.0,3.5,5.9
AFK SISTEMA PAO,AFKS,RU,Telecommunication Services,Wireless Telecommunication Services,B,2.85,8.6,5.2,1.0
AFLAC INCORPORATED,AFL,US,Life & Health Insurance,Life & Health Insurance,BBB,5.2,5.3,4.5,4.5
AFRICAN RAINBOW MINERALS LIMITED,ARI,ZA,Metals and Mining - Non-Precious Metals,Diversified Metals & Mining,BBB,5.2,2.9,5.3,4.1
AFRY AB,AFRY,SE,Professional Services,Research & Consulting Services,AA,7.2,10.0,6.4,5.4
AG BARR PLC,BAG,GB,Beverages,Soft Drinks,A,7.0,3.4,5.1,8.2
AG INSURANCE SA,,BE,Multi-Line Insurance & Brokerage,Multi-line Insurance,A,7.0,6.0,5.2,6.9
"AGC CAPITAL, INC",,US,Building Products,Building Products,BBB,4.8,5.9,5.5,4.2
AGC Inc,5201,JP,Building Products,Building Products,BBB,4.8,5.9,5.5,4.2
AGCO CORPORATION,AGCO,US,Construction & Farm Machinery & Heavy Trucks,Agricultural & Farm Machinery,A,6.9,4.1,5.5,6.2
AGCO International Holdings BV,,NL,Construction & Farm Machinery & Heavy Trucks,Agricultural & Farm Machinery,A,6.9,4.1,5.5,6.2
AGEAS SA,AGS,BE,Multi-Line Insurance & Brokerage,Multi-line Insurance,A,7.0,6.0,5.2,6.9
AGENCE FRANCAISE DE DEVELOPPEMENT EPIC,AFD,FR,Supranationals & Development Banks,,AAA,9.0,5.6,6.5,7.6
AGENUS INC,AGEN,US,Biotechnology,Biotechnology,B,2.8,7.8,4.8,2.6
AGFA-GEVAERT NV,AGFB,BE,Health Care Equipment & Supplies,Health Care Technology,A,6.6,4.1,7.3,5.8
AGFC CAPITAL TRUST I,,US,Consumer Finance,Consumer Finance,BB,3.3,7.0,4.8,5.5
AGILE GROUP HOLDINGS LIMITED,3383,CN,Real Estate Development & Diversified Activities,Real Estate Development,B,2.7,4.5,2.4,3.3
"AGILENT TECHNOLOGIES, INC",A,US,Health Care Equipment & Supplies,Life Sciences Tools & Services,AA,8.4,10.0,6.6,6.1
"AGILITI, INC",AGTI,US,Health Care Providers & Services,Health Care Services,AA,8.4,6.3,7.0,5.2
AGILITY TRAINS EAST LIMITED,,GB,Industrial Conglomerates,Industrial Conglomerates,A,7.0,6.0,3.2,6.6
"AGILYSYS, INC",AGYS,US,Software & Services,Application Software,BB,4.0,4.1,2.7,6.4
AGL ENERGY LIMITED,AGL,AU,Utilities,Multi-Utilities,BBB,5.1,3.8,5.9,7.9
AGNC INVESTMENT CORP,AGNC,US,Asset Management & Custody Banks,Mortgage REITs,BB,3.9,7.0,1.9,6.0
AGRANA Beteiligungs-Aktiengesellschaft,AGR,AT,Food Products,Packaged Foods & Meats,A,5.9,2.6,6.5,4.6
AGREE LIMITED PARTNERSHIP,,US,Real Estate Management & Services,Retail REITs,BB,2.9,3.9,3.5,5.2
AGREE REALTY CORPORATION,ADC,US,Real Estate Management & Services,Retail REITs,BB,2.9,3.9,3.5,5.2
AGRICULTURAL BANK OF CHINA (UK) LIMITED,,GB,Banks,Diversified Banks,BBB,5.7,5.0,4.9,4.1
AGRICULTURAL BANK OF CHINA LIMITED,,SG,Banks,Diversified Banks,BBB,5.7,5.0,4.9,4.1
AGRICULTURAL BANK OF CHINA LIMITED,,AU,Banks,Diversified Banks,BBB,5.7,5.0,4.9,4.1
AGRICULTURAL BANK OF CHINA LIMITED,601288,CN,Banks,Diversified Banks,BBB,5.7,5.0,4.9,4.1
AGRICULTURAL BANK OF CHINA LIMITED LONDON BRANCH,,GB,Banks,Diversified Banks,BBB,5.7,5.0,4.9,4.1
AGRICULTURAL DEVELOPMENT BANK OF CHINA,AGDBC,CN,Supranationals & Development Banks,,CCC,1.3,1.7,6.0,2.3
AGRIUM INC,NTR,CA,Specialty Chemicals,Fertilizers & Agricultural Chemicals,AA,8.2,4.9,6.4,7.6
AGT Food and Ingredients Inc,AGTX,CA,Property & Casualty Insurance,Property & Casualty Insurance,CCC,0.0,3.5,2.9,5.3
AHB SUKUK COMPANY LTD,,KY,Banks,Diversified Banks,AA,8.4,4.8,6.5,2.8
AHLI UNITED BANK BSC,AUB,BH,Banks,Diversified Banks,BB,3.7,2.8,3.6,3.7
AHMEDABAD - MALIYA TOLLWAY LIMITED,LART,IN,Construction & Engineering,Construction & Engineering,B,2.3,5.5,4.3,1.7
AHMEDABAD INTERNATIONAL AIRPORT LIMITED,,IN,Trading Companies & Distributors,Trading Companies & Distributors,CCC,0.0,4.1,3.3,0.0
"AHNLAB,INC",053800,KR,Software & Services,Systems Software,BB,2.9,4.5,3.0,5.1
"AHOLD FINANCE USA, LLC",AD,NL,Retail - Food & Staples,Food Retail,AA,8.4,5.9,5.0,6.2
"AHP HEALTH PARTNERS, INC",VTR,US,Real Estate Management & Services,Health Care REITs,AA,8.2,7.7,5.7,6.2
AHUJA HIVE PRIVATE LIMITED,,IN,Industrial Conglomerates,Industrial Conglomerates,AA,8.1,4.1,5.4,5.8
AHV ACCESS HEALTH VANCOUVER LTD,,CA,Investment Banking & Brokerage,Diversified Capital Markets,AA,8.3,8.7,4.7,6.3
AIA Group Limited,1299,HK,Life & Health Insurance,Life & Health Insurance,AA,8.5,5.2,6.1,5.5
AIB GROUP PUBLIC LIMITED COMPANY,A5G,IE,Banks,Diversified Banks,AA,8.1,4.1,4.3,7.8
AIB MORTGAGE BANK,,IE,Banks,Diversified Banks,AA,8.1,4.1,4.3,7.8
AICHI CORPORATION,6345,JP,Construction & Farm Machinery & Heavy Trucks,Construction Machinery & Heavy Trucks,BBB,5.1,3.3,5.8,4.5
AICHI STEEL CORPORATION,5482,JP,Steel,Steel,BB,4.2,3.2,4.9,3.9
"AIDA ENGINEERING, LTD",6118,JP,Industrial Machinery,Industrial Machinery,B,2.6,5.2,4.5,3.3
AIFUL CORPORATION,8515,JP,Consumer Finance,Consumer Finance,BB,3.0,7.0,4.2,2.9
AIG GLOBAL FUNDING,,US,Multi-Line Insurance & Brokerage,Multi-line Insurance,BBB,5.6,6.3,4.7,3.5
"AIG LIFE HOLDINGS, INC",,US,Multi-Line Insurance & Brokerage,Multi-line Insurance,BBB,5.6,6.3,4.7,3.5
AIG MANAGEMENT FRANCE SA,,FR,Multi-Line Insurance & Brokerage,Multi-line Insurance,BBB,5.6,6.3,4.7,3.5
AIG MATCHED FUNDING CORP,,US,Multi-Line Insurance & Brokerage,Multi-line Insurance,BBB,5.6,6.3,4.7,3.5
AIG-FP MATCHED FUNDING CORP,,US,Multi-Line Insurance & Brokerage,Multi-line Insurance,BBB,5.6,6.3,4.7,3.5
AIMS APAC REIT,O5RU,SG,Real Estate Management & Services,Industrial REITs,B,2.6,5.1,1.5,4.5
AIN HOLDINGS INC,9627,JP,Retail - Food & Staples,Drug Retail,BBB,4.6,4.8,4.8,2.5
AIR ARABIA PJSC,AIRARABIA,AE,Airlines,Airlines,BBB,5.6,6.7,4.8,3.2
AIR CANADA,AC,CA,Airlines,Airlines,BBB,5.6,5.0,3.5,5.5
AIR FRANCE - KLM SA,AF,FR,Airlines,Airlines,BB,3.9,7.0,4.0,2.8
AIR LEASE CORPORATION,AL,US,Trading Companies & Distributors,Trading Companies & Distributors,BBB,4.3,6.2,3.4,5.0
AIR LIQUIDE FINANCE SA,AIRP,FR,Specialty Chemicals,Industrial Gases,A,6.5,5.3,9.3,5.5
"AIR LIQUIDE US, LLC",,US,Specialty Chemicals,Industrial Gases,A,6.5,5.3,9.3,5.5
AIR NEW ZEALAND LIMITED,AIR,NZ,Airlines,Airlines,AA,7.5,3.2,5.7,5.1
"AIR PRODUCTS AND CHEMICALS, INC",APD,US,Specialty Chemicals,Industrial Gases,BBB,5.5,3.7,10.0,6.3
"AIR TRANSPORT SERVICES GROUP, INC",ATSG,US,Air Freight & Logistics,Air Freight & Logistics,B,2.7,5.8,3.8,5.6
AIR WATER INC,4088,JP,Specialty Chemicals,Industrial Gases,BBB,5.5,5.3,8.3,3.5
"AIRBNB, INC",ABNB,US,Hotels & Travel,"Hotels, Resorts & Cruise Lines",B,2.3,6.2,3.4,3.5
AIRCASTLE LIMITED,AYR,US,Trading Companies & Distributors,Trading Companies & Distributors,BB,4.0,2.5,1.4,7.0
AIRPORT CITY LTD,ARPT,IL,Real Estate Development & Diversified Activities,Diversified Real Estate Activities,BB,3.7,1.6,3.7,4.9
AIRTAC INTERNATIONAL GROUP,1590,CN,Industrial Machinery,Industrial Machinery,BB,3.1,3.2,5.3,4.5
AIRTEL AFRICA PLC,AAF,GB,Telecommunication Services,Wireless Telecommunication Services,A,6.1,8.0,5.7,4.8
AISIN CORPORATION,7259,JP,Auto Components,Auto Parts & Equipment,B,2.3,5.8,5.4,1.9
AISINO COLTD,600271,CN,Software & Services,Systems Software,BBB,4.3,4.7,2.8,4.2
AIXTRON SE,AIXA,DE,Semiconductors & Semiconductor Equipment,Semiconductor Equipment,A,7.0,3.4,5.0,7.0
AJ BELL PLC,AJB,GB,Investment Banking & Brokerage,Investment Banking & Brokerage,AA,7.4,7.7,3.4,7.1
AJANTA PHARMA LIMITED,AJANTPHARM,IN,Pharmaceuticals,Pharmaceuticals,BB,3.6,2.3,3.9,4.0
"AJU IB INVESTMENT Co, Ltd",027360,KR,Asset Management & Custody Banks,Asset Management & Custody Banks,B,1.7,6.7,2.5,4.5
AK ALROSA PAO,ALRS,RU,Metals and Mining - Precious Metals,Precious Metals & Minerals,CCC,1.42,5.5,2.8,0.3
AK FINANSAL KIRALAMA ANONIM SIRKETI,,TR,Banks,Diversified Banks,BBB,5.7,5.2,6.6,1.8
AK Medical Holdings Ltd,1789,CN,Health Care Equipment & Supplies,Health Care Equipment,A,6.6,9.1,7.5,3.3
AK YATIRIM MENKUL DEGERLER ANONIM SIRKETI,,TR,Banks,Diversified Banks,BBB,5.7,5.2,6.6,1.8
"AKAMAI TECHNOLOGIES, INC",AKAM,US,Software & Services,Internet Services & Infrastructure,A,6.9,9.0,5.2,5.1
AKBANK TURK ANONIM SIRKETI,AKBNK.E,TR,Banks,Diversified Banks,BBB,5.7,5.2,6.6,1.8
AKCB FALCON LIMITED,,QA,Banks,Diversified Banks,BB,3.2,3.1,3.8,1.9
AKCB FINANCE LIMITED,,QA,Banks,Diversified Banks,BB,3.2,3.1,3.8,1.9
"AKEBIA THERAPEUTICS, INC",AKBA,US,Biotechnology,Biotechnology,B,2.1,5.1,3.1,4.8
AKER ASA,AKER,NO,Industrial Conglomerates,Industrial Conglomerates,AA,8.3,4.9,5.9,6.4
AKER BP ASA,AKRBP,NO,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,A,6.5,4.6,7.1,3.2
AKER HORIZONS ASA,AKH,NO,Utilities,Environmental & Facilities Services,BBB,4.6,4.6,2.9,6.2
AKER SOLUTIONS ASA,AKSO,NO,Energy Equipment & Services,Oil & Gas Equipment & Services,AA,8.4,8.3,9.6,5.7
AKKA TECHNOLOGIES SE,AF5,BE,Professional Services,Research & Consulting Services,BBB,5.4,8.0,5.7,5.9
AKTIESELSKABET SCHOUW & CO,SCHO,DK,Food Products,Packaged Foods & Meats,A,6.5,5.0,4.7,5.2
AKWEL SA,AKW,FR,Auto Components,Auto Parts & Equipment,B,2.0,2.0,2.6,5.2
AKZO NOBEL INDIA LIMITED,AKZOINDIA,IN,Specialty Chemicals,Specialty Chemicals,BB,3.3,4.6,2.6,3.0
ALAM SYNERGY PTE LTD,,SG,Real Estate Development & Diversified Activities,Real Estate Development,B,1.9,4.0,0.4,3.0
ALAMO GROUP INC,ALG,US,Construction & Farm Machinery & Heavy Trucks,Construction Machinery & Heavy Trucks,A,6.9,2.7,5.0,7.5
ALAMOS GOLD INC,AGI,CA,Metals and Mining - Precious Metals,Gold,BBB,5.4,3.1,5.2,6.6
"ALARMCOM HOLDINGS, INC",ALRM,US,Software & Services,Application Software,BB,4.0,4.6,2.6,6.7
"ALASKA AIR GROUP, INC",ALK,US,Airlines,Airlines,A,6.9,3.9,4.8,5.6
"ALASKA AIRLINES, INC",,US,Airlines,Airlines,A,6.9,3.9,4.8,5.6
"ALAUNOS THERAPEUTICS, INC",TCRT,US,Biotechnology,Biotechnology,BBB,5.2,7.1,4.1,5.6
ALBANY INTERNATIONAL CORP,AIN,US,Industrial Machinery,Industrial Machinery,BB,3.4,3.1,3.9,5.3
ALBARAKA TURK KATILIM BANKASI ANONIM SIRKETI,ALBRK.E,TR,Banks,Diversified Banks,BBB,4.3,1.4,4.0,4.4
ALBEMARLE CORPORATION,ALB,US,Specialty Chemicals,Specialty Chemicals,BBB,4.9,3.2,4.1,6.7
ALBEMARLE WODGINA PTY LTD,,AU,Specialty Chemicals,Specialty Chemicals,BBB,4.9,3.2,4.1,6.7
"ALBERTSONS COMPANIES, INC",ACI,US,Retail - Food & Staples,Food Retail,B,2.7,1.9,2.9,6.2
"ALBERTSONS COMPANIES, LLC",ALIVH,US,Retail - Food & Staples,Food Retail,B,2.7,1.9,2.9,6.2
ALBIOMA CODORA ENERGIA SA,,BR,Utilities,Renewable Electricity,A,7.0,7.3,2.0,6.4
ALBIOMA SA,ABIO,FR,Utilities,Renewable Electricity,A,7.0,7.3,2.0,6.4
ALCOA CORPORATION,AA,US,Metals and Mining - Non-Precious Metals,Aluminum,BBB,5.6,2.3,5.3,5.6
ALCON FINANCE CORPORATION,,US,Health Care Equipment & Supplies,Health Care Supplies,A,6.6,7.4,6.3,5.4
ALD SA,ALD,FR,Trading Companies & Distributors,Trucking,A,6.6,4.9,6.7,5.3
ALDAR PROPERTIES PJSC,ALDAR,AE,Real Estate Development & Diversified Activities,Diversified Real Estate Activities,BB,4.2,5.1,5.2,2.9
ALDAR SUKUK (NO2) LTD,,KY,Real Estate Development & Diversified Activities,Diversified Real Estate Activities,BB,4.2,5.1,5.2,2.9
ALDAR SUKUK LTD,,KY,Real Estate Management & Services,Diversified Real Estate Activities,BB,4.2,5.1,5.2,2.9
"ALDEVRON, LLC",,US,Health Care Equipment & Supplies,Life Sciences Tools & Services,BBB,5.0,10.0,5.9,4.7
ALE PROPERTY GROUP,LEPX,AU,Real Estate Management & Services,Specialized REITs,BB,2.9,3.5,0.3,7.9
ALEMBIC PHARMACEUTICALS LIMITED,APLLTD,IN,Pharmaceuticals,Pharmaceuticals,BBB,4.6,2.8,4.4,5.4
"ALERIS INTERNATIONAL, INC",ALERI,US,Metals and Mining - Non-Precious Metals,Aluminum,BBB,4.6,4.1,3.1,3.6
"ALEX ALPHA, LLC",,US,Trading Companies & Distributors,Trading Companies & Distributors,BBB,4.3,6.2,3.4,5.0
"ALEXANDER & BALDWIN, INC",ALEX,US,Real Estate Management & Services,Diversified REITs,BBB,5.0,5.5,5.6,4.9
"ALEXANDER & BALDWIN, LLC",,US,Real Estate Management & Services,Diversified Real Estate Activities,BBB,5.0,5.5,5.6,4.9
ALEXANDER FORBES GROUP HOLDINGS LIMITED,AFH,ZA,Asset Management & Custody Banks,Asset Management & Custody Banks,A,6.9,8.0,4.1,4.7
"ALEXANDERS, INC",ALX,US,Real Estate Management & Services,Retail REITs,CCC,0.0,6.6,0.8,2.1
"ALEXANDRIA REAL ESTATE EQUITIES, INC",ARE,US,Real Estate Management & Services,Office REITs,A,6.1,7.8,4.6,5.1
ALFA BOND ISSUANCE PUBLIC LIMITED COMPANY,ALFAB,IE,Diversified Financials,,B,2.1,0.7,3.2,5.0
"ALFA, SAB de CV",ALFAA,MX,Industrial Conglomerates,Industrial Conglomerates,BBB,5.6,4.0,6.7,3.2
ALGONQUIN POWER & UTILITIES CORP,AQN,CA,Utilities,Multi-Utilities,AA,7.5,7.2,6.2,7.2
ALIANSCE SONAE SHOPPING CENTERS SA,ALSO3,BR,Real Estate Management & Services,Real Estate Operating Companies,BB,2.9,4.7,4.8,4.1
ALIBABA GROUP HOLDING LIMITED,9988,CN,Retail - Consumer Discretionary,Internet & Direct Marketing Retail,BBB,5.6,1.7,6.9,2.9
ALIBABA HEALTH INFORMATION TECHNOLOGY LIMITED,241,HK,Retail - Food & Staples,Internet & Direct Marketing Retail,A,6.8,4.1,5.6,4.2
"ALIGN TECHNOLOGY, INC",ALGN,US,Health Care Equipment & Supplies,Health Care Supplies,BBB,5.5,7.6,6.0,4.5
ALIMENTATION COUCHE-TARD INC,ATD,CA,Retail - Food & Staples,Food Retail,A,6.5,4.7,4.7,5.6
ALION SCIENCE AND TECHNOLOGY CORPORATION,HII,US,Aerospace & Defense,Aerospace & Defense,AA,8.5,3.0,5.4,7.1
ALK-ABELLO AS,ALK B,DK,Pharmaceuticals,Pharmaceuticals,A,6.7,4.4,5.3,5.1
"ALKAMI TECHNOLOGY, INC",ALKT,US,Software & Services,Application Software,BBB,4.5,4.1,4.2,4.8
ALKERMES PUBLIC LIMITED COMPANY,ALKS,IE,Biotechnology,Biotechnology,BBB,5.2,5.5,4.3,5.7
"ALKERMES, INC",,US,Biotechnology,Biotechnology,BBB,5.2,5.5,4.3,5.7
"ALL METRO HEALTH CARE SERVICES, INC",,US,Health Care Providers & Services,Health Care Services,A,5.8,2.4,5.0,6.1
ALLCHECKDEALS INDIA PRIVATE LIMITED,,IN,Interactive Media & Services,Interactive Media & Services,AA,7.3,8.3,5.7,4.1
ALLEGHANY CORPORATION,Y,US,Multi-Line Insurance & Brokerage,Reinsurance,BB,4.2,2.5,4.4,5.9
ALLEGHENY TECHNOLOGIES INCORPORATED,ATI,US,Steel,Steel,BBB,4.7,2.7,4.5,5.0
"ALLEGIANCE BANCSHARES, INC",ABTX,US,Banks,Regional Banks,BB,2.9,0.5,3.7,4.7
ALLEGIANCE BANK,,US,Banks,Regional Banks,BB,2.9,0.5,3.7,4.7
ALLEGIANT TRAVEL COMPANY,ALGT,US,Airlines,Airlines,BB,4.2,0.0,4.2,5.6
ALLEGION PUBLIC LIMITED COMPANY,ALLE,IE,Building Products,Building Products,AA,8.1,6.1,5.5,6.3
ALLEGION US HOLDING COMPANY INC,,US,Building Products,Building Products,AA,8.1,6.1,5.5,6.3
"ALLEGRO MICROSYSTEMS, INC",ALGM,US,Semiconductors & Semiconductor Equipment,Semiconductors,BB,3.0,4.7,3.7,4.7
"ALLERGAN FINANCE, LLC",AGN,US,Pharmaceuticals,Pharmaceuticals,BBB,4.8,7.7,4.8,3.8
"ALLERGAN, INC",ABBV,US,Pharmaceuticals,Pharmaceuticals,BBB,4.8,7.7,4.8,3.8
"ALLETE, INC",ALE,US,Utilities,Electric Utilities,A,7.0,6.6,4.5,6.6
ALLFIRST PREFERRED CAPITAL TRUST,,US,Banks,Regional Banks,BB,3.2,1.5,3.5,4.4
ALLIANCE AVIATION SERVICES LIMITED,AQZ,AU,Airlines,Airlines,A,6.1,0.0,6.3,4.7
ALLIANCE BANK MALAYSIA BERHAD,ABMB,MY,Banks,Diversified Banks,A,6.7,2.3,3.5,5.6
ALLIANCE DATA SYSTEMS CORPORATION,ADS,US,Software & Services,Data Processing & Outsourced Services,BBB,5.7,10.0,3.3,5.9
ALLIANCE ISLAMIC BANK BERHAD,,MY,Banks,Diversified Banks,A,6.7,2.3,3.5,5.6
ALLIANCE OIL COMPANY LTD,GLTOM,BM,"Oil & Gas Refining, Marketing, Transportation & Storage",,CCC,0.0,2.1,3.3,1.7
ALLIANCE PHARMA PLC,APH,GB,Pharmaceuticals,Pharmaceuticals,A,6.9,2.4,5.3,5.8
"ALLIANCE RESOURCE OPERATING PARTNERS, LP",,US,Metals and Mining - Non-Precious Metals,Coal & Consumable Fuels,B,2.5,1.6,2.2,4.2
"ALLIANCE RESOURCE PARTNERS, LP",ARLP,US,Metals and Mining - Non-Precious Metals,Coal & Consumable Fuels,B,2.5,1.6,2.2,4.2
ALLIANCEBERNSTEIN LP,,US,Asset Management & Custody Banks,Other Diversified Financial Services,BBB,5.3,5.0,4.7,5.6
ALLIANT ENERGY CORPORATION,LNT,US,Utilities,Electric Utilities,AA,7.9,7.0,8.0,6.0
"ALLIANT ENERGY FINANCE, LLC",,US,Utilities,Electric Utilities,AA,7.9,7.0,8.0,6.0
"ALLIANT INSURANCE SERVICES, INC",,US,Asset Management & Custody Banks,Asset Management & Custody Banks,B,1.7,8.3,5.1,3.1
ALLIANZ BANQUE SA,,FR,Multi-Line Insurance & Brokerage,Multi-line Insurance,AAA,9.8,9.8,7.8,4.5
ALLIANZ FINANCE CORPORATION,,US,Multi-Line Insurance & Brokerage,Multi-line Insurance,AAA,9.8,9.8,7.8,4.5
"ALLIED IRISH BANKS, PUBLIC LIMITED COMPANY",AIBG,IE,Banks,Diversified Banks,AA,8.1,4.1,4.3,7.8
"ALLIED WASTE INDUSTRIES, LLC",,US,Commercial Services & Supplies,Environmental & Facilities Services,A,6.5,5.6,5.4,6.3
"ALLIED WORLD ASSURANCE COMPANY HOLDINGS I, LTD",FFH,BM,Property & Casualty Insurance,Property & Casualty Insurance,CCC,0.0,3.5,2.9,5.3
"ALLISON TRANSMISSION HOLDINGS, INC",ALSN,US,Construction & Farm Machinery & Heavy Trucks,Construction Machinery & Heavy Trucks,A,6.2,3.4,5.6,5.3
"ALLISON TRANSMISSION, INC",ALSNX,US,Construction & Farm Machinery & Heavy Trucks,Construction Machinery & Heavy Trucks,A,6.2,3.4,5.6,5.3
ALLKEM LIMITED,AKE,AU,Metals and Mining - Non-Precious Metals,Diversified Metals & Mining,A,5.9,5.3,6.0,5.3
ALLO COMMUNICATIONS LLC,,US,Consumer Finance,Consumer Finance,BB,3.3,6.7,3.4,4.1
